city,terrain,rider,traffic sign,license plate,road,sidewalk,vegetation,out of roi,building,pole,static,sky,person,bicycle,ego vehicle,car,cargroup,ground,wall,dynamic,fence,traffic light,motorcycle,bicyclegroup,persongroup,parking,bus,bridge,trailer,polegroup,tunnel,caravan,truck,guard rail,rectification border,rail track,train,motorcyclegroup,ridergroup,truckgroup
hanover,,,10.0,,3.0,4.0,7.0,1,2.0,35.0,20.0,1.0,31.0,1.0,1,,,,5.0,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,4.0,,,,,
hanover,,1.0,5.0,1.0,1.0,3.0,13.0,1,2.0,49.0,24.0,1.0,20.0,,1,4.0,,,4.0,,,5.0,1.0,1.0,5.0,,,,,,1.0,,,,4.0,,,,,
hanover,,,12.0,,1.0,2.0,3.0,1,2.0,32.0,14.0,1.0,13.0,3.0,1,5.0,,,,2.0,,2.0,2.0,1.0,2.0,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1.0,6.0,5.0,,17.0,,1,6.0,,,,2.0,,3.0,,,,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1,1.0,5.0,6.0,,31.0,2.0,1,4.0,,,,2.0,,1.0,,,,,1.0,,,,,,,,4.0,,,,,
hanover,2.0,4.0,6.0,3.0,1.0,4.0,6.0,1,2.0,25.0,22.0,1.0,27.0,5.0,1,9.0,1.0,,1.0,1.0,,12.0,1.0,1.0,,,1.0,,,,,,,,4.0,1.0,,,,
hanover,2.0,3.0,14.0,1.0,1.0,3.0,9.0,1,2.0,43.0,26.0,1.0,29.0,3.0,1,13.0,1.0,2.0,1.0,2.0,,8.0,,,4.0,,,,,,,,,,4.0,1.0,,,,
hanover,3.0,1.0,12.0,1.0,1.0,3.0,9.0,1,1.0,39.0,31.0,1.0,31.0,3.0,1,3.0,,1.0,2.0,4.0,,11.0,,,2.0,,,,,,,,,,4.0,1.0,,,,
hanover,4.0,2.0,19.0,2.0,1.0,3.0,5.0,1,1.0,43.0,27.0,1.0,27.0,2.0,1,8.0,1.0,1.0,2.0,2.0,,12.0,,,,,,,,,,,,,4.0,1.0,,,,
hanover,6.0,2.0,21.0,1.0,1.0,4.0,8.0,1,1.0,37.0,22.0,1.0,19.0,4.0,1,13.0,,2.0,,6.0,,9.0,,1.0,1.0,1.0,,,,,,,,,4.0,1.0,,,,
hanover,4.0,4.0,11.0,3.0,1.0,4.0,13.0,1,3.0,26.0,29.0,1.0,16.0,5.0,1,6.0,,1.0,,11.0,,4.0,1.0,3.0,,,,,,,,,,,4.0,1.0,,,,
hanover,2.0,,13.0,7.0,1.0,2.0,4.0,1,7.0,27.0,13.0,1.0,6.0,2.0,1,14.0,,2.0,,,,,,1.0,,4.0,,,,,,,2.0,,4.0,,,,,
hanover,4.0,2.0,7.0,2.0,1.0,4.0,5.0,1,3.0,10.0,14.0,3.0,6.0,2.0,1,3.0,,,,,,10.0,1.0,,,1.0,,,,,,,,,4.0,,,,,
hanover,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,2.0,21.0,,8.0,1.0,1,3.0,2.0,,,,,2.0,,,,,,,,,,,,,4.0,,,,,
hanover,3.0,,14.0,4.0,1.0,2.0,4.0,1,5.0,31.0,24.0,1.0,7.0,,1,8.0,1.0,,2.0,2.0,,7.0,,,,,,2.0,,,,,,,4.0,,,,,
hanover,4.0,1.0,8.0,7.0,1.0,4.0,9.0,1,5.0,21.0,17.0,3.0,1.0,1.0,1,17.0,1.0,,4.0,3.0,2.0,4.0,,,,,,2.0,,,,,,,4.0,,,,,
hanover,4.0,,2.0,3.0,1.0,2.0,13.0,1,2.0,18.0,9.0,1.0,6.0,1.0,1,21.0,1.0,,,9.0,,,,,,,,,,,,,1.0,,4.0,,,,,
hanover,3.0,,7.0,,1.0,,2.0,1,1.0,13.0,10.0,1.0,3.0,2.0,1,19.0,3.0,,,3.0,1.0,,,1.0,,2.0,,,,,,,,,4.0,,,,,
hanover,2.0,,5.0,4.0,1.0,1.0,4.0,1,1.0,11.0,13.0,2.0,,1.0,1,13.0,4.0,1.0,,1.0,,,,,,2.0,,,,,,,,,4.0,,,,,
hanover,3.0,,9.0,3.0,1.0,,6.0,1,1.0,12.0,18.0,2.0,1.0,,1,20.0,3.0,1.0,,2.0,,,,,,1.0,,,,,,,,,4.0,,,,,
hanover,,1.0,9.0,4.0,1.0,3.0,4.0,1,1.0,20.0,18.0,4.0,3.0,1.0,1,17.0,2.0,,3.0,,,4.0,,,1.0,1.0,,1.0,,,,,,,4.0,,,,,
hanover,1.0,5.0,10.0,3.0,1.0,2.0,4.0,1,1.0,27.0,19.0,1.0,8.0,5.0,1,7.0,2.0,2.0,3.0,,,17.0,,,,,1.0,2.0,,,,,,,4.0,,,,,
hanover,4.0,,16.0,8.0,1.0,2.0,2.0,1,2.0,18.0,17.0,1.0,3.0,,1,11.0,1.0,3.0,1.0,,,7.0,,,,,1.0,,,,,1.0,,,4.0,,,,,
hanover,1.0,,9.0,3.0,1.0,3.0,3.0,1,1.0,15.0,11.0,1.0,8.0,2.0,1,6.0,,1.0,2.0,,,10.0,,,,,,,,,,1.0,,,4.0,,,,,
hanover,1.0,,19.0,3.0,1.0,2.0,1.0,1,1.0,14.0,19.0,1.0,4.0,,1,9.0,2.0,,,,1.0,6.0,,2.0,1.0,,,,,,,1.0,,,4.0,,,,,
hanover,,,22.0,7.0,1.0,3.0,1.0,1,1.0,19.0,20.0,1.0,2.0,1.0,1,11.0,,,,,1.0,7.0,,1.0,1.0,1.0,,,,,,1.0,,,4.0,,,,,
hanover,,1.0,19.0,6.0,1.0,1.0,2.0,1,1.0,20.0,29.0,1.0,14.0,1.0,1,7.0,,1.0,,,2.0,9.0,,,2.0,1.0,,,,,,1.0,,,4.0,,,,,
hanover,,3.0,21.0,2.0,1.0,2.0,2.0,1,1.0,12.0,24.0,1.0,26.0,4.0,1,6.0,,1.0,,2.0,1.0,4.0,,,,,,,,,,,,,4.0,,,,,
hanover,,1.0,17.0,1.0,1.0,1.0,3.0,1,1.0,11.0,8.0,1.0,16.0,3.0,1,6.0,,1.0,,4.0,,,,,,,,,,1.0,,,,,4.0,,,,,
hanover,,,11.0,1.0,1.0,2.0,3.0,1,1.0,14.0,13.0,1.0,30.0,6.0,1,1.0,,3.0,2.0,4.0,,,,2.0,,,,,,,,,,,4.0,,,,,
hanover,,,10.0,3.0,1.0,3.0,1.0,1,1.0,8.0,6.0,,6.0,1.0,1,5.0,,,,,,,,1.0,,,,,,,,,1.0,,4.0,,,,,
hanover,,1.0,12.0,2.0,1.0,3.0,1.0,1,1.0,6.0,7.0,,6.0,1.0,1,2.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,4.0,,,,,
hanover,2.0,1.0,24.0,1.0,1.0,3.0,1.0,1,3.0,27.0,31.0,1.0,12.0,1.0,1,11.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,4.0,,,,,
hanover,1.0,2.0,7.0,1.0,1.0,5.0,2.0,1,3.0,21.0,12.0,1.0,6.0,3.0,1,4.0,,,,,,8.0,,,,,,,,,,,1.0,,4.0,1.0,,,,
hanover,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1,1.0,16.0,10.0,,4.0,5.0,1,1.0,,,,,,7.0,,,,,,,,,,,,,4.0,,,,,
hanover,1.0,,2.0,,1.0,5.0,,1,1.0,3.0,2.0,,10.0,1.0,1,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,
hanover,,1.0,9.0,2.0,1.0,2.0,2.0,1,1.0,7.0,11.0,1.0,11.0,4.0,1,3.0,,,,2.0,,5.0,2.0,3.0,1.0,,,,,,,,1.0,,4.0,,,,,
hanover,2.0,6.0,4.0,,1.0,2.0,5.0,1,3.0,35.0,12.0,2.0,40.0,4.0,1,10.0,,3.0,2.0,1.0,3.0,10.0,1.0,1.0,,,,,,,,,1.0,,4.0,1.0,,,,
hanover,1.0,1.0,16.0,1.0,1.0,7.0,2.0,1,5.0,29.0,15.0,1.0,25.0,3.0,1,13.0,,3.0,2.0,3.0,,15.0,,,1.0,,,,,,,,,,4.0,1.0,1.0,,,
hanover,1.0,1.0,6.0,2.0,1.0,4.0,2.0,1,4.0,24.0,8.0,1.0,9.0,2.0,1,11.0,,4.0,,2.0,1.0,8.0,,1.0,,,,,,,,,,,4.0,2.0,,,,
hanover,,,6.0,2.0,1.0,1.0,2.0,1,1.0,14.0,10.0,1.0,17.0,1.0,1,5.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,4.0,,,,,
hanover,,1.0,6.0,1.0,1.0,2.0,5.0,1,2.0,26.0,15.0,,45.0,3.0,1,1.0,,,3.0,1.0,,1.0,,1.0,,,,,,,,,,,4.0,,,,,
hanover,,,6.0,,1.0,2.0,4.0,1,1.0,24.0,19.0,1.0,29.0,1.0,1,,,,1.0,4.0,,,,,,,,,,,,,,,4.0,,,,,
hanover,,3.0,4.0,1.0,1.0,3.0,8.0,1,3.0,47.0,25.0,1.0,35.0,4.0,1,4.0,,,1.0,1.0,,,,3.0,2.0,,,,,1.0,,,,,4.0,,,,,
hanover,2.0,,19.0,3.0,2.0,,10.0,1,3.0,13.0,9.0,1.0,6.0,,1,17.0,,1.0,,1.0,,,,,,,,,,,,,,,4.0,,,,,
hanover,,,12.0,13.0,1.0,1.0,1.0,1,3.0,14.0,7.0,2.0,8.0,,1,29.0,,,,1.0,,,,,,1.0,,,,,,,,,4.0,,,,,
hanover,,,26.0,10.0,1.0,2.0,4.0,1,5.0,12.0,9.0,1.0,2.0,1.0,1,28.0,,,,1.0,,,,1.0,,1.0,,,,,,,2.0,,4.0,,,,,
hanover,1.0,,9.0,8.0,1.0,,3.0,1,1.0,17.0,5.0,1.0,,,1,17.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,4.0,,,,,
hanover,1.0,,5.0,1.0,1.0,1.0,5.0,1,1.0,17.0,6.0,1.0,2.0,,1,13.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,4.0,,,,,
hanover,,,13.0,7.0,1.0,1.0,2.0,1,1.0,23.0,10.0,1.0,8.0,2.0,1,16.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,4.0,,,,,
hanover,3.0,,12.0,3.0,1.0,3.0,5.0,1,1.0,33.0,17.0,,11.0,4.0,1,5.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,4.0,,,,,
hanover,,,8.0,,1.0,1.0,4.0,1,1.0,10.0,20.0,,12.0,2.0,1,,,,1.0,2.0,,,,,3.0,,,,,,,,,,4.0,,,,,
hanover,,1.0,16.0,1.0,1.0,2.0,3.0,1,1.0,19.0,31.0,1.0,7.0,1.0,1,13.0,2.0,2.0,,,,1.0,5.0,1.0,,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,17.0,,1.0,1.0,4.0,1,1.0,20.0,31.0,1.0,8.0,2.0,1,17.0,1.0,2.0,2.0,6.0,,1.0,,1.0,,2.0,,,,,,,,,4.0,,,,,
hanover,,6.0,36.0,16.0,1.0,1.0,4.0,1,1.0,36.0,39.0,1.0,13.0,6.0,1,25.0,3.0,2.0,,,,5.0,,1.0,5.0,1.0,,,,,,,,,4.0,,,,,
hanover,,2.0,15.0,1.0,1.0,2.0,6.0,1,1.0,27.0,36.0,1.0,18.0,2.0,1,5.0,,2.0,,4.0,,2.0,,,2.0,,,,,,,,,,4.0,,,,,
hanover,,,8.0,1.0,1.0,2.0,4.0,1,1.0,25.0,32.0,1.0,17.0,1.0,1,5.0,1.0,,,2.0,,2.0,,,1.0,1.0,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1,5.0,18.0,15.0,1.0,12.0,1.0,1,5.0,,,,1.0,,3.0,1.0,,,,,,,,,,,,4.0,,,,,
hanover,,1.0,3.0,1.0,1.0,3.0,2.0,1,3.0,11.0,13.0,1.0,29.0,2.0,1,4.0,,,,3.0,,7.0,,,1.0,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,2.0,,1.0,2.0,4.0,1,2.0,13.0,18.0,1.0,19.0,1.0,1,7.0,,,,5.0,,2.0,,3.0,1.0,,,,,,,,1.0,,4.0,,,,,
hanover,,1.0,9.0,1.0,1.0,2.0,5.0,1,3.0,17.0,12.0,1.0,11.0,3.0,1,12.0,,1.0,,4.0,1.0,,,4.0,,,,,,,,,,,4.0,,,,,
hanover,,,11.0,2.0,2.0,1.0,5.0,1,2.0,10.0,6.0,1.0,2.0,1.0,1,9.0,2.0,1.0,,6.0,2.0,,,2.0,,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,8.0,2.0,1.0,1.0,9.0,1,3.0,14.0,6.0,1.0,,1.0,1,11.0,,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,
hanover,,2.0,11.0,1.0,1.0,4.0,1.0,1,3.0,12.0,10.0,1.0,5.0,4.0,1,15.0,,,,4.0,,11.0,2.0,,1.0,,,,,,,,,,4.0,,,,,
hanover,3.0,2.0,5.0,2.0,1.0,5.0,3.0,1,4.0,9.0,6.0,1.0,6.0,4.0,1,16.0,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,4.0,,,,,
hanover,1.0,2.0,3.0,,1.0,1.0,3.0,1,4.0,4.0,4.0,1.0,2.0,2.0,1,14.0,,2.0,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,4.0,,,,,
hanover,2.0,3.0,3.0,,2.0,1.0,5.0,1,4.0,23.0,17.0,2.0,1.0,2.0,1,5.0,,,3.0,,,1.0,,2.0,,,,,,,,,,,4.0,,,,,
hanover,3.0,5.0,2.0,,3.0,1.0,4.0,1,3.0,17.0,13.0,1.0,3.0,5.0,1,6.0,,,1.0,3.0,,1.0,,1.0,,,,,,,,,,,4.0,,,,,
hanover,,,,,1.0,1.0,6.0,1,2.0,3.0,4.0,,3.0,,1,4.0,,1.0,,4.0,2.0,,,1.0,,,,,,,,,,,4.0,,,,,
hanover,2.0,5.0,11.0,1.0,1.0,4.0,6.0,1,5.0,12.0,15.0,1.0,8.0,8.0,1,11.0,,,,,,4.0,,,,1.0,,,,,,,,,4.0,,,,,
hanover,,2.0,7.0,,1.0,5.0,5.0,1,5.0,18.0,21.0,1.0,6.0,3.0,1,9.0,,,,1.0,,9.0,,1.0,,,,,,1.0,,,,,4.0,,,,,
hanover,1.0,1.0,2.0,,1.0,3.0,6.0,1,4.0,13.0,10.0,1.0,2.0,1.0,1,9.0,,,,,,4.0,,2.0,,,,,,1.0,,,,,4.0,,,,,
hanover,2.0,,8.0,,1.0,2.0,4.0,1,5.0,12.0,9.0,1.0,1.0,,1,11.0,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,
hanover,4.0,,8.0,2.0,1.0,2.0,6.0,1,4.0,14.0,10.0,1.0,5.0,,1,9.0,,,,,,6.0,,,,,,,,,,,,,4.0,,,,,
hanover,1.0,2.0,4.0,3.0,1.0,1.0,6.0,1,3.0,12.0,9.0,1.0,,2.0,1,7.0,,,,,1.0,6.0,,,,,,,,,,,,,4.0,,,,,
hanover,1.0,,2.0,2.0,1.0,1.0,4.0,1,2.0,7.0,3.0,1.0,5.0,,1,10.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,4.0,,,,,
hanover,2.0,3.0,4.0,5.0,1.0,2.0,7.0,1,2.0,22.0,7.0,2.0,1.0,3.0,1,14.0,,,,,,6.0,,,1.0,,,,,,,,1.0,,4.0,,,,,
hanover,,,14.0,5.0,1.0,2.0,4.0,1,1.0,32.0,17.0,1.0,11.0,,1,6.0,,1.0,,,,12.0,1.0,,,,,,,,,,1.0,,4.0,,,,,
hanover,3.0,,11.0,5.0,1.0,3.0,4.0,1,1.0,19.0,6.0,1.0,12.0,2.0,1,7.0,,,,,1.0,5.0,,,,,1.0,,,,,,,,4.0,,,,,
hanover,4.0,2.0,2.0,,1.0,1.0,8.0,1,3.0,25.0,15.0,2.0,3.0,2.0,1,7.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,4.0,1.0,,,,
hanover,1.0,1.0,10.0,,3.0,2.0,6.0,1,5.0,18.0,6.0,1.0,4.0,,1,6.0,,,,,6.0,8.0,,1.0,,,,,,,,,,,4.0,,,,,
hanover,1.0,,12.0,,1.0,2.0,6.0,1,2.0,14.0,11.0,1.0,4.0,2.0,1,21.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,4.0,,1.0,,,
hanover,1.0,2.0,16.0,,1.0,3.0,4.0,1,4.0,16.0,12.0,1.0,4.0,2.0,1,7.0,,,1.0,,,7.0,,,,,,1.0,1.0,,,,,,4.0,,1.0,,,
hanover,,,13.0,2.0,1.0,3.0,2.0,1,2.0,15.0,15.0,1.0,6.0,2.0,1,10.0,,,,,,7.0,,,,,,1.0,,,,,,,4.0,,1.0,,,
hanover,,,3.0,4.0,1.0,2.0,10.0,1,2.0,29.0,8.0,1.0,1.0,,1,9.0,,,,,,6.0,,,,,,,,,,,,,4.0,,,,,
hanover,4.0,3.0,11.0,7.0,1.0,4.0,6.0,1,2.0,38.0,20.0,1.0,1.0,5.0,1,15.0,,2.0,1.0,,,17.0,,,,,,,,,,,,,4.0,,,,,
hanover,5.0,5.0,5.0,3.0,1.0,4.0,7.0,1,2.0,25.0,11.0,1.0,1.0,5.0,1,6.0,,,1.0,1.0,,11.0,,,,,,,,,,,,,4.0,,,,,
hanover,2.0,4.0,4.0,3.0,1.0,1.0,5.0,1,2.0,22.0,11.0,1.0,,5.0,1,9.0,1.0,,1.0,,,4.0,,1.0,,,,,,,,,,,4.0,,,,,
hanover,2.0,1.0,10.0,5.0,2.0,1.0,10.0,1,1.0,28.0,22.0,1.0,4.0,1.0,1,15.0,1.0,2.0,,1.0,,10.0,,,,,1.0,,,,,,,,4.0,,,,,
hanover,2.0,1.0,8.0,4.0,1.0,3.0,2.0,1,1.0,10.0,5.0,1.0,2.0,,1,20.0,,1.0,,,,1.0,2.0,,,,1.0,,,,,,,,4.0,,,,,
hanover,1.0,,5.0,4.0,1.0,2.0,8.0,1,1.0,9.0,11.0,1.0,5.0,4.0,1,16.0,,,,5.0,,,,1.0,1.0,2.0,,1.0,,,,,1.0,,4.0,,,,,
hanover,2.0,3.0,2.0,4.0,1.0,2.0,6.0,1,2.0,10.0,8.0,1.0,2.0,5.0,1,13.0,,,,2.0,,,,,,2.0,,2.0,,,,,,,4.0,,,,,
hanover,2.0,,14.0,3.0,1.0,3.0,1.0,1,2.0,17.0,14.0,1.0,1.0,,1,6.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,4.0,,,,,
hanover,,2.0,10.0,4.0,1.0,2.0,12.0,1,1.0,17.0,18.0,,8.0,2.0,1,16.0,2.0,,,3.0,,4.0,1.0,,,,,,,,,,,,4.0,,,,,
hanover,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1,1.0,11.0,9.0,1.0,9.0,1.0,1,12.0,3.0,,,1.0,,,1.0,5.0,,1.0,,,1.0,,,,2.0,,4.0,1.0,,,,
hanover,,1.0,7.0,4.0,1.0,2.0,2.0,1,2.0,16.0,26.0,1.0,21.0,3.0,1,12.0,2.0,,,2.0,,6.0,,4.0,2.0,,,,1.0,,,,2.0,,4.0,1.0,,,,
hanover,,5.0,14.0,,1.0,2.0,5.0,1,1.0,19.0,7.0,1.0,19.0,6.0,1,4.0,2.0,,,5.0,,5.0,,1.0,,1.0,1.0,,1.0,,,,,,4.0,1.0,,,,
hanover,1.0,3.0,10.0,5.0,1.0,1.0,3.0,1,1.0,16.0,17.0,1.0,9.0,12.0,1,16.0,1.0,,3.0,14.0,,2.0,,26.0,,1.0,,,1.0,,,,,,4.0,,,,,
hanover,,7.0,9.0,3.0,1.0,2.0,2.0,1,3.0,21.0,16.0,1.0,5.0,14.0,1,6.0,,,,,,2.0,,1.0,,2.0,,1.0,,,1.0,,,,4.0,,,,,
hanover,,,11.0,1.0,1.0,2.0,3.0,1,2.0,20.0,14.0,1.0,3.0,1.0,1,1.0,,,1.0,10.0,4.0,1.0,,,,,,2.0,,,,,,,4.0,,,,,
hanover,1.0,,14.0,4.0,1.0,3.0,8.0,1,2.0,24.0,2.0,1.0,4.0,,1,5.0,,2.0,1.0,4.0,5.0,5.0,,,,,,2.0,,,,,1.0,,4.0,,,,,
hanover,3.0,1.0,11.0,1.0,1.0,4.0,7.0,1,1.0,22.0,8.0,1.0,4.0,1.0,1,11.0,,5.0,2.0,,14.0,11.0,,,,,,2.0,,,,,,,4.0,,,,,
hanover,,3.0,3.0,1.0,2.0,2.0,4.0,1,1.0,15.0,6.0,1.0,3.0,3.0,1,4.0,5.0,2.0,,,,4.0,,,,,,1.0,,,,,,,4.0,,,,,
hanover,1.0,3.0,21.0,4.0,1.0,2.0,1.0,1,2.0,27.0,29.0,1.0,2.0,3.0,1,10.0,,1.0,,,2.0,13.0,1.0,,,,,1.0,,,,,1.0,,4.0,,,,,
hanover,,2.0,16.0,2.0,1.0,1.0,2.0,1,1.0,26.0,19.0,1.0,3.0,3.0,1,2.0,2.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,4.0,,,,,
hanover,6.0,2.0,19.0,1.0,1.0,2.0,1.0,1,1.0,37.0,45.0,1.0,7.0,2.0,1,11.0,,1.0,,1.0,,3.0,,,,,,1.0,,,,,,,4.0,,,,,
hanover,,1.0,10.0,9.0,1.0,2.0,4.0,1,1.0,33.0,31.0,1.0,7.0,1.0,1,20.0,1.0,1.0,,1.0,,14.0,,,,,3.0,,,,,1.0,,,4.0,,,,,
hanover,4.0,1.0,8.0,7.0,1.0,1.0,2.0,1,1.0,34.0,42.0,1.0,7.0,1.0,1,19.0,,1.0,1.0,,,11.0,,1.0,1.0,,1.0,,,,,,,,4.0,,,,,
hanover,1.0,,7.0,9.0,1.0,2.0,1.0,1,1.0,16.0,16.0,1.0,4.0,1.0,1,26.0,,2.0,,,,12.0,,,,,1.0,,,,,,,,4.0,,,,,
hanover,3.0,,10.0,5.0,1.0,2.0,1.0,1,1.0,21.0,27.0,1.0,2.0,4.0,1,11.0,,,,,2.0,5.0,,,,,,,,,,,,,4.0,,,,,
hanover,3.0,,8.0,3.0,1.0,,1.0,1,1.0,17.0,12.0,2.0,1.0,,1,16.0,1.0,,,,1.0,2.0,,,,1.0,,,,,,,,,4.0,,,,,
hanover,6.0,3.0,8.0,7.0,1.0,2.0,2.0,1,1.0,19.0,14.0,1.0,1.0,3.0,1,15.0,,,2.0,,,7.0,,,,,,,,,,,,,4.0,,,,,
hanover,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1,1.0,6.0,8.0,1.0,3.0,2.0,1,3.0,,,1.0,,2.0,,,,,,,,,,,,,,4.0,,,,,
jena,1.0,,4.0,3.0,1.0,4.0,9.0,1,9.0,14.0,10.0,1.0,2.0,,1,7.0,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
jena,1.0,,7.0,1.0,1.0,3.0,5.0,1,3.0,10.0,10.0,1.0,,,1,1.0,,,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,
jena,,,,1.0,1.0,2.0,2.0,1,3.0,3.0,2.0,1.0,,,1,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
jena,,,6.0,2.0,2.0,2.0,8.0,1,9.0,11.0,4.0,1.0,,,1,4.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
jena,2.0,,6.0,1.0,1.0,6.0,8.0,1,3.0,13.0,13.0,1.0,2.0,,1,10.0,4.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
jena,1.0,,8.0,1.0,1.0,3.0,8.0,1,5.0,10.0,7.0,1.0,,1.0,1,12.0,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,
jena,1.0,,3.0,,1.0,2.0,6.0,1,8.0,6.0,10.0,1.0,,1.0,1,12.0,3.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,
jena,,,7.0,2.0,1.0,3.0,8.0,1,8.0,9.0,6.0,1.0,5.0,,1,16.0,3.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,
jena,,,10.0,1.0,2.0,2.0,7.0,1,9.0,11.0,8.0,1.0,4.0,,1,19.0,,2.0,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,
jena,1.0,,5.0,3.0,2.0,2.0,6.0,1,5.0,9.0,7.0,1.0,4.0,2.0,1,12.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
jena,2.0,,4.0,1.0,1.0,4.0,11.0,1,5.0,12.0,5.0,1.0,2.0,,1,13.0,3.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,
jena,,,5.0,3.0,1.0,3.0,6.0,1,3.0,10.0,3.0,1.0,,,1,25.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
jena,,,,1.0,1.0,1.0,2.0,1,3.0,2.0,3.0,,,,1,11.0,,,,,,,,,,,,,,,,,,,,,,,,
jena,3.0,,4.0,2.0,1.0,1.0,8.0,1,6.0,9.0,2.0,1.0,1.0,,1,16.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,
jena,,,3.0,,1.0,1.0,9.0,1,5.0,1.0,3.0,1.0,,,1,4.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,
jena,,,6.0,3.0,1.0,5.0,8.0,1,4.0,4.0,2.0,1.0,,,1,5.0,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
jena,,,3.0,2.0,1.0,2.0,9.0,1,4.0,3.0,2.0,1.0,,,1,5.0,,,4.0,,2.0,,,,,,,,,,,1.0,,,,,,,,
jena,,,1.0,1.0,1.0,3.0,4.0,1,3.0,,1.0,1.0,,,1,6.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
jena,1.0,,2.0,1.0,1.0,1.0,8.0,1,2.0,1.0,,1.0,2.0,,1,1.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,
jena,1.0,,8.0,,1.0,3.0,13.0,1,3.0,5.0,4.0,1.0,1.0,,1,3.0,1.0,,1.0,,6.0,,,,,,,,,,,,,,,,,,,
jena,,,,1.0,1.0,2.0,5.0,1,2.0,5.0,7.0,1.0,,,1,5.0,1.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,
jena,,,6.0,,1.0,2.0,2.0,1,1.0,15.0,6.0,,2.0,1.0,1,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
jena,1.0,,3.0,2.0,1.0,2.0,7.0,1,4.0,12.0,12.0,1.0,7.0,2.0,1,8.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
jena,,,9.0,2.0,1.0,5.0,2.0,1,4.0,15.0,13.0,1.0,10.0,,1,5.0,,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,
jena,,,,1.0,1.0,2.0,3.0,1,4.0,13.0,21.0,1.0,10.0,1.0,1,2.0,,,3.0,2.0,2.0,6.0,,,,,,,,,,,1.0,,,,,,,
jena,2.0,2.0,12.0,1.0,1.0,5.0,8.0,1,4.0,17.0,17.0,1.0,3.0,2.0,1,8.0,,,2.0,,,11.0,,,,,,,,2.0,,,,,,,,,,
jena,,3.0,4.0,2.0,1.0,3.0,5.0,1,4.0,14.0,17.0,1.0,3.0,6.0,1,9.0,,,1.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,
jena,2.0,2.0,3.0,,1.0,2.0,5.0,1,2.0,13.0,18.0,,10.0,4.0,1,,,,3.0,2.0,1.0,2.0,,,4.0,,,,,,,,,,,,,,,
